RESTAURANT_ID,RESTAURANT_NAME,RESTAURANT_LOCATION,UserID,CUISINE_NAME,CUISINE_ID,UserID.1
6700475,Skye - Hotel Unique,Sí£o Paulo,360,Beverages,23,730
6713413,Les 3 Brasseurs,Sí£o Paulo,50,French,1,283
6714340,Red Steak & Burger,Sí£o Paulo,645,Brazilian,14,780
6710645,Cantinho da Gula,Sí£o Paulo,300,Brazilian,14,663
6700402,Paris 6 Classique,Sí£o Paulo,980,French,1,868
6700846,Kawa Sushi,Sí£o Paulo,43,Sushi,28,434
6702159,A Figueira Rubaiyat,Sí£o Paulo,513,BBQ,29,100
6711666,Kinoshita,Sí£o Paulo,959,Sushi,28,7
6701257,Meats,Sí£o Paulo,546,GourmetFastFood,30,253
6706211,Paribar,Sí£o Paulo,383,Brazilian,14,457
6705858,Terraí_o Itíçlia,Sí£o Paulo,169,Italian,11,553
6701419,Divino Fogí£o,Sí£o Paulo,601,Brazilian,14,355
6703956,Super Grill,Sí£o Paulo,591,Brazilian,14,29
6709580,Esquina Mocotí_,Sí£o Paulo,941,Brazilian,14,407
6703176,Veloso,Sí£o Paulo,515,Brazilian,14,846
6713772,Sainte Marie Gastronomia,Sí£o Paulo,354,Lebanese,24,573
17284404,Austin's BBQ and Oyster Bar,Albany,345,BBQ,29,957
17284203,BJ's Country Buffet,Albany,602,American,8,693
17284302,El Vaquero Mexican Restaurant,Albany,91,Mexican,18,340
17284397,Elements Coffee Co - Northwest,Albany,189,CoffeeandTea,15,826
17284094,Chick-fil-A,Albany,705,FastFood,12,640
17284409,Guang Zhou Chinese Restaurant,Albany,945,Asian,5,726
17284139,Harvest Moon,Albany,442,Pizza,15,672
17284403,Henry Campbell's Steakhouse,Albany,944,Steak,26,591
17284145,Hong Kong Cafe,Albany,903,Chinese,4,685
17284150,House of China Restaurant II,Albany,916,Chinese,4,853
17284175,Locos Grill & Pub,Albany,579,American,8,122
17284179,Longhorn Steakhouse,Albany,374,American,8,97
17284197,Mikata Japanese Steakhouse,Albany,327,Japanese,2,627
17284241,Shogun Japanese Steak House,Albany,704,Japanese,2,363
17284390,The Catch Seafood Room & Oyster Bar,Albany,927,Seafood,3,987
17284279,Villa Gargano,Albany,592,Italian,11,751
17284364,3 Squares Diner,Albany,692,American,8,466
16611114,Whitebull Hotel,Armidale,737,BarFood,17,270
17293281,Last Resort Grill,Athens,327,American,8,387
17293301,Mama's Boy Restaurant,Athens,660,Southern,13,457
17293409,Sr. Sol 1,Athens,493,Mexican,18,811
17293163,Choo Choo Eastside,Athens,252,Japanese,2,859
17293228,The Grill,Athens,267,Breakfast,26,841
17293880,Big City Bread Cafe,Athens,157,Breakfast,6,12
17293169,Clocked,Athens,570,American,8,114
17293186,DePalma's Italian Cafe - Downtown,Athens,11,American,8,222
17293180,DePalma's Italian Cafe - East Side,Athens,298,American,8,859
17293205,Five & Ten,Athens,617,American,8,635
17293229,Grit,Athens,215,International,19,303
17293897,Ike & Jane,Athens,357,Sandwich,17,856
17293273,La Dolce Vita Ristorante,Athens,195,Italian,11,401
17293870,Shokitini,Athens,960,Asian,5,463
17293877,Taqueria Del Sol,Athens,272,Mexican,18,969
17293890,The National,Athens,573,International,19,745
17293915,The Royal Peasant,Athens,841,BarFood,17,778
17293422,Transmetropolitan,Athens,628,Italian,11,657
17293873,Trappeze Pub,Athens,556,Burger,25,317
17294014,Viva! Argentine Cuisine,Athens,571,Desserts,21,449
17294556,Miyabi Kyoto Japanese Steak House,Augusta,806,Chinese,4,413
17294607,Rae's Coastal Cafe,Augusta,36,American,8,805
17294279,The Bee's Knees,Augusta,873,International,19,518
17294300,Boll Weevil Cafe,Augusta,178,Desserts,21,19
17295215,Farmhaus Burger,Augusta,758,American,8,42
17295028,Manuel's Bread Cafe,Augusta,242,Breakfast,21,1000
17294642,Sconyers Bar B Que,Augusta,988,BBQ,29,785
17295109,Frog Hollow Tavern,Augusta,797,American,8,367
17294441,Giuseppe's Pizza & Italian Specialities,Augusta,446,Desserts,21,202
17294552,Mellow Mushroom,Augusta,727,Italian,11,725
17294565,Nacho Mamas Burritos,Augusta,57,Mexican,18,625
17294623,Rhinehart's Oyster Bar,Augusta,118,BarFood,17,961
17294712,Takosushi,Augusta,79,Mexican,18,924
17295033,The Chop House,Augusta,351,Steak,26,197
17295069,The Taj of India,Augusta,13,Indian,27,103
17294261,Augsburg Haus,Augusta,735,German,16,868
17295115,Pho Bac,Augusta,256,Vietnamese,30,771
17294836,Rhinehart's Oyster Bar,Augusta,675,Burger,25,299
17294850,Thai Kitchen,Augusta,741,Thai,22,624
17294883,El Kiosco Mexican Restaurant,Augusta,801,Mexican,18,573
16608864,Taste of Balingup,Balingup,778,ModernAustralian,5,262
16604911,Bridge Road Brewers,Beechworth,296,Pizza,15,373
17303465,Bardenay,Boise,291,American,8,223
17303642,Flatbread Neapolitan Pizzeria,Boise,918,Italian,11,476
17303670,Goldy's Breakfast Bistro,Boise,991,Breakfast,21,29
17303545,Chandlers Steakhouse,Boise,722,American,8,963
17303655,Bar Gernika Basque Pub & Eatery,Boise,580,European,6,327
17304691,Barbacoa Restaurant,Boise,477,LatinAmerican,8,754
17303478,Big Jud's,Boise,310,American,8,374
17303480,Bittercreek Ale House,Boise,359,American,8,105
17304733,Boise Fry Company,Boise,17,American,8,769
17303646,Flying Pie Pizzaria,Boise,708,Pizza,15,765
17304929,Fork,Boise,558,American,8,106
17303684,Guido's Original New York Style Pizza,Boise,945,Pizza,15,738
17303772,Los Beto's,Boise,720,Mexican,18,695
17305123,Lucianos Italian Restaurant,Boise,876,Italian,11,786
17303787,Mai Thai Restaurant,Boise,534,Sushi,28,801
17303990,Shige Japanese Cuisine,Boise,557,Japanese,2,929
17304741,The Egg Factory,Boise,225,Breakfast,22,968
17304726,Tucanos,Boise,371,Brazilian,14,692
17304486,Texas Roadhouse,Boise,423,American,8,682
17304533,Brick 29,Boise,829,American,8,472
17316233,Winifreds,Cedar Rapids/Iowa City,173,American,8,972
17315883,Biaggi's Ristorante Italiano,Cedar Rapids/Iowa City,517,Italian,11,70
17315995,El Super Burrito,Cedar Rapids/Iowa City,67,Mexican,18,737
17316018,Granite City Food & Brewery,Cedar Rapids/Iowa City,432,American,8,191
17316038,Irish Democrat,Cedar Rapids/Iowa City,395,American,8,737
17316771,Taste of India,Cedar Rapids/Iowa City,994,Indian,27,771
17316201,Thai Moon Restaurant,Cedar Rapids/Iowa City,136,Chinese,4,734
17316208,Ting's Red Lantern,Cedar Rapids/Iowa City,638,Chinese,4,54
17316389,Monica's,Cedar Rapids/Iowa City,937,American,8,167
17316278,Exotic India,Cedar Rapids/Iowa City,149,Indian,27,179
17316744,Shorts Burger and Shine,Cedar Rapids/Iowa City,663,Burger,25,817
17316751,The Hamburg Inn No. 2 Inc.,Cedar Rapids/Iowa City,738,American,8,958
17316766,Bluebird Diner,Cedar Rapids/Iowa City,265,Breakfast,13,480
17316743,Graze,Cedar Rapids/Iowa City,30,American,8,709
17316374,A & A Pagliai's Pizza,Cedar Rapids/Iowa City,635,Pizza,15,93
17316381,Atlas World Grill,Cedar Rapids/Iowa City,615,International,19,88
17316802,BlackStone,Cedar Rapids/Iowa City,370,American,8,341
17316416,Devotay,Cedar Rapids/Iowa City,502,Mediterranean,17,189
17316449,Jimmy Jack's Rib Shack,Cedar Rapids/Iowa City,570,BBQ,29,315
17316603,Zoeys Pizzeria,Cedar Rapids/Iowa City,243,Pizza,15,537
16659169,Tokyo Sushi,Chatham-Kent,862,Japanese,2,58
17558684,Berry Patch Restaurant,Clatskanie,428,American,8,724
18366580,Sakura Sushi & Grill,Cochrane,207,Asian,5,973
17330755,Uptown Vietnam cuisine,Columbus,131,Asian,5,890
17330611,Cafe Le Rue @ The Landings,Columbus,16,American,8,269
17330609,Mark's City Grille,Columbus,752,American,8,291
17330024,B Merrell's,Columbus,325,Burger,25,356
17330074,Cannon Brewpub,Columbus,468,Pizza,15,671
17330185,Fuji Japanese Steak House,Columbus,47,Japanese,2,119
17330397,Ruth Ann's Family Restaurant,Columbus,780,Breakfast,6,347
17330735,Samurai Japanese Cuisine & Sushi Bar,Columbus,266,Japanese,2,988
17330676,Wasabi Sushi and Thai,Columbus,961,Japanese,2,215
17330048,Buckhead Bar and Grill,Columbus,474,Seafood,3,46
17330604,Burt's Butcher Shoppe and Eatery,Columbus,69,Steak,26,875
17330087,Chef Lee's Peking Restaurant,Columbus,711,Chinese,4,138
17330137,Country's Barbecue,Columbus,966,BBQ,29,943
17330155,Deorio's,Columbus,612,Italian,11,779
17330309,Mellow Mushroom,Columbus,661,Pizza,15,211
17330311,Meritage,Columbus,573,American,8,574
17330615,Mongo The Mongolian Fire Pit,Columbus,965,Asian,5,216
17330638,The Black Cow,Columbus,474,American,8,661
17330628,Wood Stone,Columbus,498,Italian,11,6
17330546,Hunter's Pub,Columbus,881,American,8,130
16643459,Consort Restaurant,Consort,926,Chinese,4,387
17334434,Thatcher's Barbeque and Grill,Dalton,215,American,8,389
17334348,Christian and Jake's Bistro,Dalton,180,Desserts,21,1
17334213,Dub's High on the Hog,Dalton,960,BBQ,29,785
17334355,Sierra's Mexican Restaurant,Dalton,28,Mexican,18,575
17334212,Oakwood Cafe,Dalton,873,BBQ,29,733
17333797,Chili's Grill & Bar,Dalton,290,American,8,724
17334217,Fuji Japanese Steakhouse,Dalton,650,Japanese,2,636
17334273,Las Palmas,Dalton,34,Mexican,18,660
17334254,Tony's Italian Restaurant & Pizza,Dalton,677,Italian,11,740
17333836,Filling Station,Dalton,446,American,8,770
17334197,Five Guys Burgers and Fries,Dalton,815,FastFood,12,406
17333882,Los Pablos,Dalton,773,Mexican,18,166
17334211,Kobe Hibachi & Sushi,Dalton,729,American,8,407
17334390,Soho Hibachi,Dalton,125,Japanese,2,114
17334034,Thai Garden,Dalton,622,Thai,26,941
17334414,Southern Bliss Bakery,Dalton,481,Desserts,21,562
17334082,Bailey's Bar-B-Que,Dalton,377,BBQ,29,652
17334364,Farm To Fork,Dalton,297,American,8,906
17334398,Home Plate Grill,Dalton,115,American,8,728
17334219,Pie Slingers Pizzeria,Dalton,55,Italian,11,413
17335173,Olive Tree Cafe,Davenport,528,Indian,27,350
17335195,"Red Ginger Sushi, Grill & Bar",Davenport,142,Sushi,28,883
17335225,Crust Stone Oven Pizza,Davenport,117,Burger,25,384
17335219,Jimmy's Pancake House,Davenport,792,American,8,182
17334965,Trattoria Tiramisu,Davenport,534,Italian,11,192
17335189,Prairie Grille at SteepleGate Inn,Davenport,777,American,8,177
17335156,Tantra Asian Bistro,Davenport,576,Asian,5,688
17334717,Chick-fil-A,Davenport,887,FastFood,12,750
17334752,Duck City Bistro,Davenport,983,American,8,676
18453427,Frick's Tap,Davenport,247,American,8,754
17793744,Los Agaves,Davenport,554,Mexican,18,565
17334679,Azteca,Davenport,253,Mexican,18,473
17334718,China Cafe,Davenport,445,Chinese,4,548
17334763,Exotic Thai Restaurant,Davenport,25,Thai,10,923
17335158,Front Street Brewery,Davenport,786,American,8,479
17334782,Granite City Food & Brewery,Davenport,75,American,8,817
17334846,Los Agaves,Davenport,552,Mexican,18,775
17334853,Machine Shed Restaurant,Davenport,175,American,8,361
17335168,Osaka,Davenport,403,Japanese,2,532
17334958,Texas Roadhouse,Davenport,703,American,8,454
17258496,Hickory Park,Des Moines,976,BBQ,29,616
17259395,The Cafe,Des Moines,456,American,8,154
17258350,Flying Mango,Des Moines,197,BBQ,29,951
17258136,Cool Basil,Des Moines,382,Asian,5,945
17258522,HuHot Mongolian Grill,Des Moines,960,Asian,5,568
17259958,Malo,Des Moines,791,LatinAmerican,8,248
17258036,Centro,Des Moines,384,Italian,11,736
17259368,Fong's Pizza,Des Moines,112,Chinese,4,690
17257684,A Dong Restaurant,Des Moines,725,Asian,5,419
17258154,Court Avenue Brewing Company,Des Moines,202,American,8,846
17259340,Django,Des Moines,923,French,1,657
17259243,Miyabi 9,Des Moines,264,Japanese,2,704
17259625,Zombie Burger + Drink Lab,Des Moines,930,Burger,25,96
17259169,Tursi's Latin King,Des Moines,472,American,8,245
17259166,Tsing Tsao South,Des Moines,818,Chinese,4,1000
17259335,Bandit Burrito,Des Moines,239,Breakfast,27,338
17259248,Jethro's BBQ,Des Moines,819,American,8,574
17258552,The Machine Shed Restaurant,Des Moines,771,American,8,755
17259550,Mi Patria,Des Moines,926,LatinAmerican,8,380
17259200,Waterfront Seafood Market,Des Moines,795,Seafood,3,736
16615894,The Giggling Goat,Dicky Beach,922,CoffeeandTea,20,905
17342816,Burnt Toast Cafe,Dubuque,308,Breakfast,11,635
17342498,Catfish Charlie's,Dubuque,118,Seafood,3,2
17342648,Salsa's Mexican Restaurant,Dubuque,40,Mexican,18,739
17342781,Tony Roma's,Dubuque,654,American,8,943
17342799,Vinny Vanucchi's,Dubuque,462,Italian,11,440
17342772,Champps Americana,Dubuque,482,American,8,76
17342771,Fiesta Cancun,Dubuque,331,Mexican,18,164
17342548,Happy Joe's Pizza & Ice Cream,Dubuque,393,Desserts,21,763
17342556,Houlihan's,Dubuque,649,American,8,574
17342811,Ichiban Hibachi Steakhouse & Sushi Bar,Dubuque,585,Japanese,2,939
17342576,Kalmes Breaktime Bar & Grill,Dubuque,681,American,8,980
17342770,L. May Eatery,Dubuque,755,International,19,34
17342585,Los Aztecas,Dubuque,948,Mexican,18,826
17342494,Manna Java World Cafe,Dubuque,507,Breakfast,5,216
17342594,Mario's Italian Restaurant,Dubuque,18,American,8,711
17342625,Pepper Sprout Incorporated,Dubuque,385,American,8,412
17342652,Shot Tower Inn,Dubuque,561,Italian,11,741
17342665,Sunshine Family Restaurant,Dubuque,807,American,8,566
17342810,Watershed Cafe,Dubuque,890,American,8,627
17342775,Woodfire Grille,Dubuque,385,American,8,605
16612028,The Belle General,East Ballina,192,Cafe,10,794
17536645,Jehova es Mi Pastor Tacos y Burritos,Fernley,161,Mexican,18,340
16613507,Flaxton Gardens,Flaxton,798,Tea,22,742
16607969,Bespoke Harvest,Forrest,627,Cafe,10,321
17374405,Houndstooth Grill & Tavern,Gainesville,61,American,8,631
17375060,Hawg Wild BBQ & Catfish House,Gainesville,123,BBQ,29,581
17375164,Bourbon Street Grille,Gainesville,317,American,8,237
17375078,Smokin Gold BBQ,Gainesville,595,BBQ,29,275
17375049,Hoka-Hoka Japanese Steak & Sushi,Gainesville,914,Chinese,4,92
17375077,Shenanigan's Irish Pub,Gainesville,236,BarFood,17,95
17375141,Fish Tales Lakeside Grille,Gainesville,773,Seafood,3,64
17375198,Antebellum,Gainesville,227,American,8,351
17375180,Moonie's Texas Barbecue,Gainesville,557,BBQ,29,380
17375072,Atlanta Highway Seafood Market,Gainesville,869,Sandwich,16,439
17375047,Eat at Thai,Gainesville,82,Thai,15,283
17375074,Smoke House BBQ and Catering,Gainesville,122,BBQ,29,484
17374921,2 Dog,Gainesville,417,American,8,59
17374819,Longstreet Cafe,Gainesville,280,Southern,17,900
17375089,Re-Cess,Gainesville,291,American,8,423
17375214,Bodensee,Gainesville,644,German,20,24
17374951,Hofer's Bakery & Cafe,Gainesville,99,German,24,869
17374978,Troll Tavern,Gainesville,115,Burger,25,740
17375104,The Nacoochee Village Tavern & Pizzeria,Gainesville,649,Italian,11,548
16604358,Blue Bean Love Cafe,Hepburn Springs,67,Cafe,10,642
16604896,La Trattoria of Lavandula,Hepburn Springs,661,Italian,11,473
16612550,5 Little Pigs,Huskisson,996,Breakfast,1,195
16606299,Beach Box Cafe,Inverloch,738,Burger,25,436
16605794,Funkey Monkey,Lakes Entrance,557,Breakfast,1,859
17557488,Burger Queen Drive In,Lakeview,187,Burger,25,252
17452342,Blue Orchid Thai Restaurant,Lincoln,104,Thai,4,36
16611498,Stillwater on Belmore,Lorn,246,Breakfast,2,422
17842104,Mr.,Macedon,998,Cafe,10,913
17501291,Emilio's Cuban Cafe,Macon,791,CoffeeandTea,18,480
17500759,Ingleside Village Pizza,Macon,176,Pizza,15,927
17500767,Jim Shaw's Seafood Grill & Bar,Macon,789,Seafood,3,756
17500819,Mandarin Chinese Restaurant,Macon,973,Chinese,4,369
17500911,Rookery,Macon,897,Burger,25,502
17501279,Bonefish Grill,Macon,115,American,8,330
17500695,Downtown Grill,Macon,69,Steak,26,961
17501298,Greek Corner Deli,Macon,318,Desserts,21,761
17500847,Natalia's,Macon,231,European,6,85
17500872,Papouli's Mediterranean Cafe & Market,Macon,28,Greek,8,131
17501315,Benson's Steak and Sushi,Macon,300,American,8,39
17501201,My Fathers Place,Macon,953,Italian,11,886
17501247,Sushi Thai Restaurant,Macon,913,Japanese,2,93
17501281,The Mellow Mushroom,Macon,817,Pizza,15,869
17501143,El Jalisciense Mexican Restaurant,Macon,525,Mexican,18,690
17501292,Greek Village,Macon,104,American,8,703
17501308,Martin's BBQ,Macon,531,BBQ,29,126
17501301,Thai Pepper,Macon,67,Japanese,2,529
17501268,Zen Japanese Steakhouse and Sushi Bar,Macon,512,Japanese,2,984
16611701,Star Buffet,Mayfield,366,Asian,5,696
17482142,Triangle Restaurant,Mc Millan,935,Breakfast,30,289
16609169,Three Anchors,Middleton Beach,282,BarFood,17,907
17687832,Vince's Restaurant & Pizzeria,Monroe,277,Italian,11,667
16613059,Poets Cafe,Montville,383,CoffeeandTea,8,143
17534788,The Artesian Restaurant,Ojo Caliente,134,American,8,355
17061237,Ceví_che Tapas Bar & Restaurant,Orlando,306,Spanish,14,383
17057397,'Ohana,Orlando,120,Hawaiian,2,399
17058534,Earl of Sandwich,Orlando,943,American,8,275
17060320,Raglan Road Irish Pub and Restaurant,Orlando,359,Irish,26,839
17057925,Cafí© Tu Tu Tango,Orlando,354,NewAmerican,8,190
17060869,Texas de Brazil,Orlando,817,Brazilian,14,328
17057591,Bahama Breeze Island Grille,Orlando,870,Caribbean,6,745
17059541,Maggiano's Little Italy,Orlando,557,Italian,11,592
17064266,Hawkers Asian Street Fare,Orlando,169,Asian,5,755
17064405,Tako Cheena by Pom Pom,Orlando,960,Asian,5,693
17060516,Seasons 52 Fresh Grill,Orlando,797,American,8,262
17059012,Hollerbach's Willow Tree Cafí©,Orlando,693,German,23,407
17061296,Pom Pom's Teahouse and Sandwicheria,Orlando,764,American,8,611
17061205,Yellow Dog Eats,Orlando,948,American,8,701
17064031,Tibby's New Orleans Kitchen,Orlando,722,Cajun,2,40
17066603,The Coop,Orlando,356,Southern,18,642
17057797,Bosphorous Turkish Cuisine,Orlando,767,Mediterranean,13,80
17061253,Ethos Vegan Kitchen,Orlando,677,American,8,643
17061231,The Ravenous Pig,Orlando,33,PubFood,21,844
16613649,Vivo Bar and Grill,Palm Cove,927,Mediterranean,10,824
18255631,Pier 70,Paynesville,576,ModernAustralian,13,279
16608483,DiVine,Penola,275,Cafe,10,287
17580453,Cactus Flower Cafe Navarre,Pensacola,600,Mexican,18,680
17580142,McGuire's Irish Pub & Brewery,Pensacola,179,Burger,25,516
17580160,New Yorker Deli & Pizzeria,Pensacola,390,Italian,11,590
17580349,Tu-Do Vietnamese Restaurant,Pensacola,837,Asian,5,209
17580412,Carrabba's Italian Grill,Pensacola,412,Italian,11,290
17580590,Jaco's Bayfront Bar and Grille,Pensacola,545,Tapas,27,402
17580704,The Tin Cow,Pensacola,648,Burger,25,999
17579928,Cactus Flower Cafe,Pensacola,85,LatinAmerican,8,619
17579992,Dharma Blue,Pensacola,959,Seafood,3,79
17580030,Global Grill,Pensacola,407,European,6,716
17580074,Ichiban,Pensacola,915,Japanese,2,639
17580020,The Fish House,Pensacola,150,American,8,581
17580350,Tuscan Oven,Pensacola,397,Italian,11,451
17580408,Flounders Chowder House,Pensacola,120,Seafood,3,927
17579653,Hemingway's Island Grill,Pensacola,996,Caribbean,7,359
17580476,Native Cafe,Pensacola,56,Breakfast,2,701
17580422,Peg Leg Pete's,Pensacola,547,Burger,25,879
17580539,The Grand Marlin,Pensacola,54,Caribbean,15,251
17580511,Original Georgios Authentic Greek Food,Pensacola,766,Greek,20,692
17580021,Fisherman's Corner,Pensacola,435,Sandwich,21,235
16604370,Mad Cowes Cafe,Phillip Island,860,Breakfast,1,275
17582467,Rupes Burgers,Pocatello,341,Burger,25,112
17582668,Texas Roadhouse,Pocatello,188,American,8,49
17582498,Riverwalk Cafe,Pocatello,851,Asian,5,259
17582499,Royal Hotel,Pocatello,483,Pizza,15,295
17582522,Buddy's Italian Restaurant,Pocatello,34,Italian,11,275
17582524,Butterburrs,Pocatello,623,American,8,274
17582527,Chang Garden,Pocatello,169,Chinese,4,688
17582551,Fifth Street Bagelry,Pocatello,41,CoffeeandTea,12,627
17582558,Goody's Deli,Pocatello,295,Pizza,15,724
17582560,Grecian Key Restaurant,Pocatello,838,American,8,487
17582677,Outer Limits Fun Zone,Pocatello,195,Burger,25,473
17582670,Portneuf Valley Brewing,Pocatello,761,American,8,335
17582625,Sandpiper Restaurant & Lounge,Pocatello,251,American,8,785
17582627,Senor Iguanas,Pocatello,675,Mexican,18,665
17582700,Sushi Family,Pocatello,654,Asian,5,221
17582664,Taste of India Nepal,Pocatello,599,Indian,27,855
17582682,Thai Paradise,Pocatello,301,Desserts,21,535
17582669,The Bridge,Pocatello,389,NewAmerican,8,959
18491935,Nosh Mahal,Pocatello,50,Indian,27,582
17582546,El Herradero,Pocatello,369,Mexican,18,850
17629582,Barrett Junction Cafe,Potrero,126,American,8,954
17211719,Blue Point Grill,Princeton,707,Seafood,3,839
17144717,Giovanni's Shrimp Truck,Rest of Hawaii,742,Seafood,3,123
17143970,Kona Brewing Company,Rest of Hawaii,891,American,8,356
17144991,Coconuts Fish Cafe,Rest of Hawaii,608,Seafood,3,652
17142519,Kihei Caffe,Rest of Hawaii,993,American,8,525
17145408,Monkeypod Kitchen by Merriman,Rest of Hawaii,85,Burger,25,370
17143336,Sansei Seafood Restaurant & Sushi Bar,Rest of Hawaii,212,Japanese,2,967
17145077,Star Noodle,Rest of Hawaii,198,Asian,5,901
17141447,Aloha Mixed Plate,Rest of Hawaii,300,Asian,5,292
17142096,Gazebo,Rest of Hawaii,887,Breakfast,13,185
17142297,Hula Grill,Rest of Hawaii,788,Hawaiian,30,281
17142535,Kimo's,Rest of Hawaii,32,Hawaiian,29,532
17142792,Mama's Fish House,Rest of Hawaii,519,Hawaiian,13,897
17145495,Marukame Udon,Rest of Hawaii,382,Japanese,2,739
17143950,Yard House,Rest of Hawaii,383,American,8,180
17142747,Lulu's Waikiki,Rest of Hawaii,853,American,8,67
17141990,Duke's Waikiki,Rest of Hawaii,802,Hawaiian,22,588
17144732,Eggs 'n Things,Rest of Hawaii,290,Breakfast,5,232
17143282,Roy's,Rest of Hawaii,21,Asian,5,350
17143705,Wailana Coffee House,Rest of Hawaii,470,American,8,848
17615915,The Lady & Sons,Savannah,417,Southern,19,890
17616487,Green Truck Pub,Savannah,871,Burger,25,529
17615924,Leopold's Ice Cream,Savannah,636,Desserts,21,477
17615979,Mrs. Wilkes' Dining Room,Savannah,80,American,8,926
17616266,Zunzi's,Savannah,791,International,19,152
17615976,Moon River Brewing Company,Savannah,353,American,8,512
17616025,Pirates' House Restaurant,Savannah,15,American,8,419
17615597,B. Matthew's Eatery,Savannah,818,American,8,344
17615740,Crystal Beer Parlor,Savannah,794,American,8,639
17616203,Goose Feathers Cafe and Bakery,Savannah,573,Breakfast,21,151
17616590,Henry's,Savannah,18,American,8,522
